"RecipID","DonorID","Population","OG","GrpType_Recip","Version","Amount_Given","Good_DR","Good_OthR","Rich_DR","Rich_OthR","Trust_DR","Trust_OthR","Friend_DR","Friend_OthR","Perceived_Benefits","Perceived_Costs","Stereotypes","Age","AgeDiff","Agreeable","Married","Nonanonymous_Play","Extraverted","Ill_This_Mo","Income_zscore","Can_Stay","log_Subj_SES","Market_Items_zscore","PlacesLived","Risk_Aversion","Years_Education","Self","Shortfall_Summary","Sex_Male","Times_Church_Mo","Visited_zscore","Coop_Labor","Media_zscore","Edad","GrpKnown","Date.Time2","TV","Car","Decision_Index"
76,40,"Intercultural",3,"Religion","C",3,,1.66666666666667,"2",1.91666666666667,"2",1.64285714285714,1,0.571428571428571,"None",,"",30,8,5,FALSE,TRUE,8,0,0.640454236509954,1,1.09861228866811,-0.208273452781546,2,12,8,3,-2.40431927119461,TRUE,0,2.67957874356706,0,-0.220340600268686,54,"No","2014-12-09 04:27:00",1,0,2
72,40,"Intercultural",3,"Religion","C",3,,1.8,"2",1.75,"2",1.4,1,0.7,"None",,"",30,-5,5,FALSE,TRUE,8,0,0.640454236509954,1,1.09861228866811,-0.208273452781546,2,12,8,3,-2.40431927119461,TRUE,0,2.67957874356706,0,-0.220340600268686,54,"No","2014-12-09 04:27:00",1,0,3
96,40,"Intercultural",3,"Religion","C",3,,1.86666666666667,"2",1.14285714285714,"2",1.46666666666667,1,0.533333333333333,"None",,"",30,-6,5,FALSE,TRUE,8,0,0.640454236509954,1,1.09861228866811,-0.208273452781546,2,12,8,3,-2.40431927119461,TRUE,0,2.67957874356706,0,-0.220340600268686,54,"No","2014-12-09 04:27:00",1,0,4
101,40,"Intercultural",1,"Religion","C",3,,1.63636363636364,"2",1.81818181818182,"2",1.66666666666667,1,0.666666666666667,,,"",30,-8,5,FALSE,TRUE,8,0,0.640454236509954,1,1.09861228866811,-0.208273452781546,2,12,8,3,-2.40431927119461,TRUE,0,2.67957874356706,0,-0.220340600268686,54,"","2014-12-09 04:27:00",1,0,5
25,40,"Intercultural",1,"Religion","C",3,,1.36363636363636,"2",1.54545454545455,"2",1.09090909090909,1,0.333333333333333,,,"",30,9,5,FALSE,TRUE,8,0,0.640454236509954,1,1.09861228866811,-0.208273452781546,2,12,8,3,-2.40431927119461,TRUE,0,2.67957874356706,0,-0.220340600268686,54,"","2014-12-09 04:27:00",1,0,6
51,41,"Intercultural",1,"Religion","F",2,"2",1.3125,"2",1.93333333333333,"2",1.125,1,0.3125,"Within bens","None","",20,-3,7,FALSE,FALSE,8,0,2.04040814725456,0,1.94591014905531,1.50839937698234,8,10,15,2,-1.08498793649347,FALSE,4,0.271499167850407,1,-0.643735241598867,41,"Yes","2014-11-25 11:34:00",1,1,1
29,41,"Intercultural",3,"Religion","F",4,"2",1.5,"1",2,"1",1.57142857142857,1,0.571428571428571,,,"",20,-4,7,FALSE,FALSE,8,0,2.04040814725456,0,1.94591014905531,1.50839937698234,8,10,15,2,-1.08498793649347,FALSE,4,0.271499167850407,1,-0.643735241598867,41,"","2014-11-25 11:34:00",1,1,2
108,41,"Intercultural",3,"Religion","F",2,"2",1.72,"2",1.84,"1",1.52,1,0.44,,,"",20,-9,7,FALSE,FALSE,8,0,2.04040814725456,0,1.94591014905531,1.50839937698234,8,10,15,2,-1.08498793649347,FALSE,4,0.271499167850407,1,-0.643735241598867,41,"","2014-11-25 11:34:00",1,1,3
79,41,"Intercultural",3,"Religion","F",5,"2",1.8,"1",1,"2",1.4,0,0.6,,,"",20,-1,7,FALSE,FALSE,8,0,2.04040814725456,0,1.94591014905531,1.50839937698234,8,10,15,2,-1.08498793649347,FALSE,4,0.271499167850407,1,-0.643735241598867,41,"","2014-11-25 11:34:00",1,1,4
45,41,"Intercultural",1,"Religion","F",2,"2",1.63157894736842,"2",1.31578947368421,"1",1.10526315789474,1,0.380952380952381,"Within bens","None","",20,-9,7,FALSE,FALSE,8,0,2.04040814725456,0,1.94591014905531,1.50839937698234,8,10,15,2,-1.08498793649347,FALSE,4,0.271499167850407,1,-0.643735241598867,41,"Yes","2014-11-25 11:34:00",1,1,5
115,41,"Intercultural",1,"Religion","F",4,,0.615384615384615,"1",1.38461538461538,"2",0.785714285714286,0,0.285714285714286,"Within bens","None","",20,-7,7,FALSE,FALSE,8,0,2.04040814725456,0,1.94591014905531,1.50839937698234,8,10,15,2,-1.08498793649347,FALSE,4,0.271499167850407,1,-0.643735241598867,41,"Yes","2014-11-25 11:34:00",1,1,6
101,42,"Intercultural",2,"Religion","D",3,"2",1.6,"2",1.8,"2",1.63636363636364,1,0.636363636363636,,,"",20,8,5,TRUE,FALSE,6,0,3.57903673783708,1,2.19722457733622,-0.603021138067407,4,8,16,0,-0.29058744749421,TRUE,3,2.24174609343676,0,-0.643735241598867,38,"","2014-12-05 03:08:00",1,0,1
116,42,"Intercultural",2,"Religion","D",4,"2",1.5,"1",1.1,"2",1.4,1,0.545454545454545,,,"",20,11,5,TRUE,FALSE,6,0,3.57903673783708,1,2.19722457733622,-0.603021138067407,4,8,16,0,-0.29058744749421,TRUE,3,2.24174609343676,0,-0.643735241598867,38,"","2014-12-05 03:08:00",1,0,2
35,42,"Intercultural",2,"Religion","D",3,"2",1.1304347826087,"2",1.08695652173913,"2",1.125,1,0.307692307692308,,,"",20,9,5,TRUE,FALSE,6,0,3.57903673783708,1,2.19722457733622,-0.603021138067407,4,8,16,0,-0.29058744749421,TRUE,3,2.24174609343676,0,-0.643735241598867,38,"","2014-12-05 03:08:00",1,0,3
100,42,"Intercultural",2,"Religion","D",4,"2",1.6,"2",1,"2",1.4,1,0.6,,,"",20,5,5,TRUE,FALSE,6,0,3.57903673783708,1,2.19722457733622,-0.603021138067407,4,8,16,0,-0.29058744749421,TRUE,3,2.24174609343676,0,-0.643735241598867,38,"","2014-12-05 03:08:00",1,0,4
96,42,"Intercultural",2,"Religion","D",4,"2",1.85714285714286,"1",1.21428571428571,"2",1.46666666666667,1,0.533333333333333,,,"",20,10,5,TRUE,FALSE,6,0,3.57903673783708,1,2.19722457733622,-0.603021138067407,4,8,16,0,-0.29058744749421,TRUE,3,2.24174609343676,0,-0.643735241598867,38,"","2014-12-05 03:08:00",1,0,5
94,42,"Intercultural",2,"Religion","D",3,"2",1,"1",2,"2",0.5,1,0.75,,,"",20,3,5,TRUE,FALSE,6,0,3.57903673783708,1,2.19722457733622,-0.603021138067407,4,8,16,0,-0.29058744749421,TRUE,3,2.24174609343676,0,-0.643735241598867,38,"","2014-12-05 03:08:00",1,0,6
23,43,"Intercultural",3,"Religion","C",3,"1",1.56,"1",1.32,,1.28,0,0.333333333333333,,,"",0,11,9,FALSE,FALSE,6,0,-0.429321865096775,0,0,0.217874507421115,4,6,12,3,-1.60991878219535,TRUE,4,3.11741139369736,0,-0.41792476622277,21,"","",0,0,1
88,43,"Intercultural",1,"Religion","C",3,"1",1.42857142857143,"1",1.83333333333333,,1.42857142857143,0,0.5,"None",,"",0,12,9,FALSE,FALSE,6,0,-0.429321865096775,0,0,0.217874507421115,4,6,12,3,-1.60991878219535,TRUE,4,3.11741139369736,0,-0.41792476622277,21,"Yes","",0,0,2
72,43,"Intercultural",1,"Religion","C",3,"1",1.8,"2",1.77777777777778,"0",1.45454545454545,0,0.727272727272727,"None",,"",0,18,9,FALSE,FALSE,6,0,-0.429321865096775,0,0,0.217874507421115,4,6,12,3,-1.60991878219535,TRUE,4,3.11741139369736,0,-0.41792476622277,21,"Yes","",0,0,3
48,43,"Intercultural",3,"Religion","C",3,"0",0.409090909090909,"1",1.81818181818182,,0.772727272727273,0,0.16,,,"",0,12,9,FALSE,FALSE,6,0,-0.429321865096775,0,0,0.217874507421115,4,6,12,3,-1.60991878219535,TRUE,4,3.11741139369736,0,-0.41792476622277,21,"","",0,0,4
82,43,"Intercultural",1,"Religion","C",3,"1",1.44444444444444,"0",1.25,,1.33333333333333,0,0.3,"None",,"",0,10,9,FALSE,FALSE,6,0,-0.429321865096775,0,0,0.217874507421115,4,6,12,3,-1.60991878219535,TRUE,4,3.11741139369736,0,-0.41792476622277,21,"Yes","",0,0,5
116,43,"Intercultural",3,"Religion","C",3,"1",1.6,"0",1.2,,1.45454545454545,0,0.636363636363636,,,"",0,18,9,FALSE,FALSE,6,0,-0.429321865096775,0,0,0.217874507421115,4,6,12,3,-1.60991878219535,TRUE,4,3.11741139369736,0,-0.41792476622277,21,"","",0,0,6
85,44,"Intercultural",2,"Religion","E",3,"2",1.38461538461538,"1",1.07692307692308,"1",1.15384615384615,0,0.153846153846154,"Relig bens","Within costs","Negative",0,13,5,TRUE,FALSE,6,0,0.514986669037559,1,1.38629436111989,-0.54739844869138,4,4,14,2,-1.32561026626841,FALSE,0,0.490415492915558,1,0.372411897593569,20,"Some","2014-12-09 19:18:00",1,0,1
108,44,"Intercultural",2,"Religion","E",3,"1",1.76,"2",1.84,"1",1.52,0,0.48,"Relig bens","Within costs","Negative",0,12,5,TRUE,FALSE,6,0,0.514986669037559,1,1.38629436111989,-0.54739844869138,4,4,14,2,-1.32561026626841,FALSE,0,0.490415492915558,1,0.372411897593569,20,"Some","2014-12-09 19:18:00",1,0,2
55,44,"Intercultural",1,"Religion","E",3,"1",1.1875,"2",1.25,"1",1.125,0,0.277777777777778,,,"",0,10,5,TRUE,FALSE,6,0,0.514986669037559,1,1.38629436111989,-0.54739844869138,4,4,14,2,-1.32561026626841,FALSE,0,0.490415492915558,1,0.372411897593569,20,"","2014-12-09 19:18:00",1,0,3
74,44,"Intercultural",2,"Religion","E",4,"1",1.78571428571429,"1",1.5,"1",1.57142857142857,0,0.571428571428571,"Relig bens","Within costs","Negative",0,5,5,TRUE,FALSE,6,0,0.514986669037559,1,1.38629436111989,-0.54739844869138,4,4,14,2,-1.32561026626841,FALSE,0,0.490415492915558,1,0.372411897593569,20,"Some","2014-12-09 19:18:00",1,0,4
93,44,"Intercultural",1,"Religion","E",3,"2",1.45,"2",1.7,"1",1,1,0.45,,,"",0,10,5,TRUE,FALSE,6,0,0.514986669037559,1,1.38629436111989,-0.54739844869138,4,4,14,2,-1.32561026626841,FALSE,0,0.490415492915558,1,0.372411897593569,20,"","2014-12-09 19:18:00",1,0,5
114,44,"Intercultural",1,"Religion","E",3,"1",1.53846153846154,"1",1.38461538461538,"1",1.16666666666667,1,0.307692307692308,,,"",0,9,5,TRUE,FALSE,6,0,0.514986669037559,1,1.38629436111989,-0.54739844869138,4,4,14,2,-1.32561026626841,FALSE,0,0.490415492915558,1,0.372411897593569,20,"","2014-12-09 19:18:00",1,0,6
86,45,"Intercultural",1,"Religion","B",4,"2",1.36363636363636,"2",1.54545454545455,"2",1.27272727272727,1,0.454545454545455,"Relig bens","None","",60,-16,7,TRUE,TRUE,4,0,2.72167502677572,1,1.6094379124341,1.77904684385807,3,8,6,3,-1.74465360384404,TRUE,4,0.928248143045859,0,-0.0227564343146009,76,"Yes","2014-12-01 13:57:00",1,1,1
25,45,"Intercultural",2,"Religion","B",2,"2",1.3,"2",1.5,"2",1,1,0.272727272727273,"None","Relig costs","Negative",60,-13,7,TRUE,TRUE,4,0,2.72167502677572,1,1.6094379124341,1.77904684385807,3,8,6,3,-1.74465360384404,TRUE,4,0.928248143045859,0,-0.0227564343146009,76,"Many","2014-12-01 13:57:00",1,1,2
72,45,"Intercultural",1,"Religion","B",4,"2",1.8,"2",1.77777777777778,"2",1.45454545454545,1,0.727272727272727,"Relig bens","None","",60,-27,7,TRUE,TRUE,4,0,2.72167502677572,1,1.6094379124341,1.77904684385807,3,8,6,3,-1.74465360384404,TRUE,4,0.928248143045859,0,-0.0227564343146009,76,"Yes","2014-12-01 13:57:00",1,1,3
100,45,"Intercultural",1,"Religion","B",4,"2",1.66666666666667,"2",1.2,"2",1.5,1,0.666666666666667,"Relig bens","None","",60,-31,7,TRUE,TRUE,4,0,2.72167502677572,1,1.6094379124341,1.77904684385807,3,8,6,3,-1.74465360384404,TRUE,4,0.928248143045859,0,-0.0227564343146009,76,"Yes","2014-12-01 13:57:00",1,1,4
116,45,"Intercultural",2,"Religion","B",2,"2",1.5,"2",1,"2",1.4,1,0.545454545454545,"None","Relig costs","Negative",60,-27,7,TRUE,TRUE,4,0,2.72167502677572,1,1.6094379124341,1.77904684385807,3,8,6,3,-1.74465360384404,TRUE,4,0.928248143045859,0,-0.0227564343146009,76,"Many","2014-12-01 13:57:00",1,1,5
101,45,"Intercultural",2,"Religion","B",2,"2",1.6,"2",1.8,"2",1.63636363636364,1,0.636363636363636,"None","Relig costs","Negative",60,-30,7,TRUE,TRUE,4,0,2.72167502677572,1,1.6094379124341,1.77904684385807,3,8,6,3,-1.74465360384404,TRUE,4,0.928248143045859,0,-0.0227564343146009,76,"Many","2014-12-01 13:57:00",1,1,6
108,46,"Intercultural",1,"Religion","B",8,"2",1.73076923076923,"2",1.84615384615385,"2",1.5,1,0.461538461538462,"Relig bens","None","",30,-18,9,TRUE,TRUE,5,0,0.761959670272693,1,1.79175946922805,1.60178216854895,4,8,12,13,-0.29058744749421,FALSE,1,-0.823082457475345,0,-0.474377385066794,50,"Many","2014-11-10 23:30:00",1,1,1
93,46,"Intercultural",2,"Religion","B",0,"2",1.42105263157895,"2",1.63157894736842,"2",0.944444444444444,1,0.421052631578947,,,"",30,-20,9,TRUE,TRUE,5,0,0.761959670272693,1,1.79175946922805,1.60178216854895,4,8,12,13,-0.29058744749421,FALSE,1,-0.823082457475345,0,-0.474377385066794,50,"","2014-11-10 23:30:00",1,1,2
46,46,"Intercultural",2,"Religion","B",0,"1",1.16666666666667,"2",1.25,"0",1.08333333333333,0,0.307692307692308,,,"",30,-2,9,TRUE,TRUE,5,0,0.761959670272693,1,1.79175946922805,1.60178216854895,4,8,12,13,-0.29058744749421,FALSE,1,-0.823082457475345,0,-0.474377385066794,50,"","2014-11-10 23:30:00",1,1,3
83,46,"Intercultural",1,"Religion","B",0,"1",2,"1",0,"0",1,0,0.5,"Relig bens","None","",30,15,9,TRUE,TRUE,5,0,0.761959670272693,1,1.79175946922805,1.60178216854895,4,8,12,13,-0.29058744749421,FALSE,1,-0.823082457475345,0,-0.474377385066794,50,"Many","2014-11-10 23:30:00",1,1,4
103,46,"Intercultural",1,"Religion","B",0,"0",1.85714285714286,"1",1.28571428571429,"0",1.42857142857143,0,0.285714285714286,"Relig bens","None","",30,-7,9,TRUE,TRUE,5,0,0.761959670272693,1,1.79175946922805,1.60178216854895,4,8,12,13,-0.29058744749421,FALSE,1,-0.823082457475345,0,-0.474377385066794,50,"Many","2014-11-10 23:30:00",1,1,5
104,46,"Intercultural",2,"Religion","B",0,"0",,"1",,"0",,0,,,,"",30,16,9,TRUE,TRUE,5,0,0.761959670272693,1,1.79175946922805,1.60178216854895,4,8,12,13,-0.29058744749421,FALSE,1,-0.823082457475345,0,-0.474377385066794,50,"","2014-11-10 23:30:00",1,1,6
35,47,"Intercultural",1,"Religion","A",1,"2",1.16666666666667,"2",1.125,"1",1.16,0,0.333333333333333,,,"",20,9,9,TRUE,TRUE,12,0,-0.667270006215474,1,0,-0.785897176101654,6,6,12,13,1.44778722478256,TRUE,0,2.89849506863221,0,-0.81309309813094,38,"","2014-11-24 22:10:00",0,0,1
96,47,"Intercultural",1,"Religion","A",2,"2",1.86666666666667,"2",1.2,"1",1.5,0,0.5625,,,"",20,10,9,TRUE,TRUE,12,0,-0.667270006215474,1,0,-0.785897176101654,6,6,12,13,1.44778722478256,TRUE,0,2.89849506863221,0,-0.81309309813094,38,"","2014-11-24 22:10:00",0,0,2
82,47,"Intercultural",3,"Religion","A",1,"1",1.5,"2",1.14285714285714,"1",1.375,0,0.333333333333333,"Good","Relig costs","",20,-7,9,TRUE,TRUE,12,0,-0.667270006215474,1,0,-0.785897176101654,6,6,12,13,1.44778722478256,TRUE,0,2.89849506863221,0,-0.81309309813094,38,"Many","2014-11-24 22:10:00",0,0,3
92,47,"Intercultural",3,"Religion","A",1,"2",2,"2",1,"1",1.33333333333333,0,0.666666666666667,"Good","Relig costs","",20,2,9,TRUE,TRUE,12,0,-0.667270006215474,1,0,-0.785897176101654,6,6,12,13,1.44778722478256,TRUE,0,2.89849506863221,0,-0.81309309813094,38,"Many","2014-11-24 22:10:00",0,0,4
23,47,"Intercultural",1,"Religion","A",1,"2",1.53846153846154,"2",1.30769230769231,"1",1.28,1,0.321428571428571,,,"",20,-6,9,TRUE,TRUE,12,0,-0.667270006215474,1,0,-0.785897176101654,6,6,12,13,1.44778722478256,TRUE,0,2.89849506863221,0,-0.81309309813094,38,"","2014-11-24 22:10:00",0,0,5
72,47,"Intercultural",3,"Religion","A",2,"1",1.88888888888889,"2",1.625,"0",1.6,1,0.7,"Good","Relig costs","",20,11,9,TRUE,TRUE,12,0,-0.667270006215474,1,0,-0.785897176101654,6,6,12,13,1.44778722478256,TRUE,0,2.89849506863221,0,-0.81309309813094,38,"Many","2014-11-24 22:10:00",0,0,6
51,48,"Intercultural",2,"Religion","D",4,"2",1.26666666666667,"2",1.92857142857143,"1",1.13333333333333,1,0.266666666666667,"Within bens","Within costs","Negative",30,-7,1,TRUE,FALSE,6,0,-0.795956807326962,1,1.09861228866811,1.5301292861347,5,8,3,2,-0.725418268184739,FALSE,2,0.0525828427852567,0,-0.81309309813094,45,"Many","2014-11-26 14:23:00",1,1,1
63,48,"Intercultural",1,"Religion","D",3,"2",2,"1",1,"2",1.66666666666667,1,0,"Relig bens","None","",30,-4,1,TRUE,FALSE,6,0,-0.795956807326962,1,1.09861228866811,1.5301292861347,5,8,3,2,-0.725418268184739,FALSE,2,0.0525828427852567,0,-0.81309309813094,45,"","2014-11-26 14:23:00",1,1,2
60,48,"Intercultural",1,"Religion","D",3,"2",1.22222222222222,"2",2,"0",0.888888888888889,1,0.333333333333333,"Relig bens","None","",30,-10,1,TRUE,FALSE,6,0,-0.795956807326962,1,1.09861228866811,1.5301292861347,5,8,3,2,-0.725418268184739,FALSE,2,0.0525828427852567,0,-0.81309309813094,45,"","2014-11-26 14:23:00",1,1,3
47,48,"Intercultural",2,"Religion","D",2,"2",1.15384615384615,"2",1.38461538461538,"2",0.769230769230769,1,0.266666666666667,"Within bens","Within costs","Negative",30,-9,1,TRUE,FALSE,6,0,-0.795956807326962,1,1.09861228866811,1.5301292861347,5,8,3,2,-0.725418268184739,FALSE,2,0.0525828427852567,0,-0.81309309813094,45,"Many","2014-11-26 14:23:00",1,1,4
74,48,"Intercultural",1,"Religion","D",3,"2",1.73333333333333,"2",1.46666666666667,"2",1.53333333333333,1,0.533333333333333,"Relig bens","None","",30,-20,1,TRUE,FALSE,6,0,-0.795956807326962,1,1.09861228866811,1.5301292861347,5,8,3,2,-0.725418268184739,FALSE,2,0.0525828427852567,0,-0.81309309813094,45,"","2014-11-26 14:23:00",1,1,5
114,48,"Intercultural",2,"Religion","D",4,"2",1.5,"2",1.33333333333333,"1",1.18181818181818,1,0.25,"Within bens","Within costs","Negative",30,-16,1,TRUE,FALSE,6,0,-0.795956807326962,1,1.09861228866811,1.5301292861347,5,8,3,2,-0.725418268184739,FALSE,2,0.0525828427852567,0,-0.81309309813094,45,"Many","2014-11-26 14:23:00",1,1,6
115,49,"Intercultural",2,"Religion","F",1,"1",0.583333333333333,"1",1.41666666666667,"1",0.769230769230769,1,0.230769230769231,,,"",0,10,6,TRUE,FALSE,12,0,-0.160462791941645,1,1.09861228866811,0.0263179784046042,3,11,7,6,0.788121557431989,FALSE,4,-1.0419987825405,1,-0.135661672002649,24,"","2014-10-30 20:24:00",1,0,1
74,49,"Intercultural",2,"Religion","F",4,"2",1.71428571428571,"2",1.35714285714286,"2",1.5,1,0.5,"Within bens","Bad","Negative",0,1,6,TRUE,FALSE,12,0,-0.160462791941645,1,1.09861228866811,0.0263179784046042,3,11,7,6,0.788121557431989,FALSE,4,-1.0419987825405,1,-0.135661672002649,24,"Many","2014-10-30 20:24:00",1,0,2
108,49,"Intercultural",2,"Religion","F",4,"2",1.72,"1",1.88,"2",1.48,1,0.44,"Within bens","Bad","Negative",0,8,6,TRUE,FALSE,12,0,-0.160462791941645,1,1.09861228866811,0.0263179784046042,3,11,7,6,0.788121557431989,FALSE,4,-1.0419987825405,1,-0.135661672002649,24,"Many","2014-10-30 20:24:00",1,0,3
60,49,"Intercultural",2,"Religion","F",1,"1",1.25,"1",2,"1",0.875,1,0.25,"Within bens","Bad","Negative",0,11,6,TRUE,FALSE,12,0,-0.160462791941645,1,1.09861228866811,0.0263179784046042,3,11,7,6,0.788121557431989,FALSE,4,-1.0419987825405,1,-0.135661672002649,24,"Many","2014-10-30 20:24:00",1,0,4
45,49,"Intercultural",2,"Religion","F",4,"2",1.61111111111111,"2",1.27777777777778,"2",1.05555555555556,1,0.35,,,"",0,8,6,TRUE,FALSE,12,0,-0.160462791941645,1,1.09861228866811,0.0263179784046042,3,11,7,6,0.788121557431989,FALSE,4,-1.0419987825405,1,-0.135661672002649,24,"","2014-10-30 20:24:00",1,0,5
93,49,"Intercultural",2,"Religion","F",1,"2",1.42105263157895,"1",1.73684210526316,"2",0.944444444444444,1,0.421052631578947,,,"",0,6,6,TRUE,FALSE,12,0,-0.160462791941645,1,1.09861228866811,0.0263179784046042,3,11,7,6,0.788121557431989,FALSE,4,-1.0419987825405,1,-0.135661672002649,24,"","2014-10-30 20:24:00",1,0,6
115,50,"Intercultural",2,"Religion","A",3,"0",0.666666666666667,"0",1.5,"0",0.846153846153846,0,0.307692307692308,,,"",30,-11,13,FALSE,TRUE,2,0,-0.317428274222272,1,0.693147180559945,1.71889248023895,3,8,0,2,2.72343237333171,FALSE,4,-0.604166132410195,1,-0.81309309813094,45,"","2014-11-07 22:04:00",1,1,1
60,50,"Intercultural",1,"Religion","A",3,"1",1.22222222222222,"2",2,"2",0.888888888888889,0,0.333333333333333,"Within bens","None","",30,-10,13,FALSE,TRUE,2,0,-0.317428274222272,1,0.693147180559945,1.71889248023895,3,8,0,2,2.72343237333171,FALSE,4,-0.604166132410195,1,-0.81309309813094,45,"Yes","2014-11-07 22:04:00",1,1,2
114,50,"Intercultural",2,"Religion","A",3,"0",1.66666666666667,"2",1.33333333333333,"0",1.27272727272727,0,0.333333333333333,,,"",30,-16,13,FALSE,TRUE,2,0,-0.317428274222272,1,0.693147180559945,1.71889248023895,3,8,0,2,2.72343237333171,FALSE,4,-0.604166132410195,1,-0.81309309813094,45,"","2014-11-07 22:04:00",1,1,3
111,50,"Intercultural",1,"Religion","A",3,"0",1.5,"2",1.5,"0",0,0,0,"Within bens","None","",30,-5,13,FALSE,TRUE,2,0,-0.317428274222272,1,0.693147180559945,1.71889248023895,3,8,0,2,2.72343237333171,FALSE,4,-0.604166132410195,1,-0.81309309813094,45,"Yes","2014-11-07 22:04:00",1,1,4
93,50,"Intercultural",2,"Religion","A",3,"1",1.47368421052632,"1",1.73684210526316,"2",0.944444444444444,0,0.473684210526316,,,"",30,-15,13,FALSE,TRUE,2,0,-0.317428274222272,1,0.693147180559945,1.71889248023895,3,8,0,2,2.72343237333171,FALSE,4,-0.604166132410195,1,-0.81309309813094,45,"","2014-11-07 22:04:00",1,1,5
106,50,"Intercultural",1,"Religion","A",4,"1",1.5,"1",2,"0",1.5,0,0.5,"Within bens","None","",30,12,13,FALSE,TRUE,2,0,-0.317428274222272,1,0.693147180559945,1.71889248023895,3,8,0,2,2.72343237333171,FALSE,4,-0.604166132410195,1,-0.81309309813094,45,"Yes","2014-11-07 22:04:00",1,1,6
23,51,"Intercultural",1,"Ethnic","A",3,"1",1.53846153846154,"1",1.30769230769231,"0",1.28,0,0.321428571428571,"Btwn bens","None","Neutral",10,2,13,TRUE,FALSE,2,0,0.680075573606499,0,0.693147180559945,-0.00836671538261771,3,8,7,2,-0.350061116761104,TRUE,0,-0.823082457475345,0,1.16274856140991,30,"Yes","2014-11-07 01:36:00",1,0,1
76,51,"Intercultural",3,"Ethnic","A",4,"1",1.72727272727273,"2",2,"0",1.78571428571429,0,0.642857142857143,"None","None","",10,18,13,TRUE,FALSE,2,0,0.680075573606499,0,0.693147180559945,-0.00836671538261771,3,8,7,2,-0.350061116761104,TRUE,0,-0.823082457475345,0,1.16274856140991,30,"Just one","2014-11-07 01:36:00",1,0,2
35,51,"Intercultural",1,"Ethnic","A",2,"1",1.16666666666667,"2",1.125,"2",1.16,0,0.333333333333333,"Btwn bens","None","Neutral",10,17,13,TRUE,FALSE,2,0,0.680075573606499,0,0.693147180559945,-0.00836671538261771,3,8,7,2,-0.350061116761104,TRUE,0,-0.823082457475345,0,1.16274856140991,30,"Yes","2014-11-07 01:36:00",1,0,3
25,51,"Intercultural",1,"Ethnic","A",5,"1",1.36363636363636,"2",1.54545454545455,"0",1.09090909090909,0,0.333333333333333,"Btwn bens","None","Neutral",10,18,13,TRUE,FALSE,2,0,0.680075573606499,0,0.693147180559945,-0.00836671538261771,3,8,7,2,-0.350061116761104,TRUE,0,-0.823082457475345,0,1.16274856140991,30,"Yes","2014-11-07 01:36:00",1,0,4
96,51,"Intercultural",3,"Ethnic","A",3,"2",1.85714285714286,"1",1.21428571428571,"2",1.46666666666667,0,0.6,"None","None","",10,18,13,TRUE,FALSE,2,0,0.680075573606499,0,0.693147180559945,-0.00836671538261771,3,8,7,2,-0.350061116761104,TRUE,0,-0.823082457475345,0,1.16274856140991,30,"Just one","2014-11-07 01:36:00",1,0,5
82,51,"Intercultural",3,"Ethnic","A",2,"1",1.5,"0",1.42857142857143,"0",1.5,0,0.333333333333333,"None","None","",10,1,13,TRUE,FALSE,2,0,0.680075573606499,0,0.693147180559945,-0.00836671538261771,3,8,7,2,-0.350061116761104,TRUE,0,-0.823082457475345,0,1.16274856140991,30,"Just one","2014-11-07 01:36:00",1,0,6
93,52,"Intercultural",1,"Religion","F",3,"2",1.45,"2",1.7,"0",1,0,0.45,,,"",10,2,7,TRUE,FALSE,8,0,1.08949605693747,1,1.6094379124341,-0.138073917103562,4,4,14.5,3,-1.4445576048022,FALSE,2,0.271499167850407,1,1.16274856140991,28,"","2014-11-29 21:23:00",1,0,1
114,52,"Intercultural",1,"Religion","F",3,"2",1.53846153846154,"1",1.38461538461538,"0",1.16666666666667,0,0.307692307692308,,,"",10,1,7,TRUE,FALSE,8,0,1.08949605693747,1,1.6094379124341,-0.138073917103562,4,4,14.5,3,-1.4445576048022,FALSE,2,0.271499167850407,1,1.16274856140991,28,"","2014-11-29 21:23:00",1,0,2
60,52,"Intercultural",2,"Religion","F",3,"2",1.125,"2",2,"0",1,0,0.375,"Within bens","None","Neutral",10,7,7,TRUE,FALSE,8,0,1.08949605693747,1,1.6094379124341,-0.138073917103562,4,4,14.5,3,-1.4445576048022,FALSE,2,0.271499167850407,1,1.16274856140991,28,"Some","2014-11-29 21:23:00",1,0,3
108,52,"Intercultural",2,"Religion","F",3,"2",1.72,"2",1.8,"2",1.48,0,0.48,"Within bens","None","Neutral",10,4,7,TRUE,FALSE,8,0,1.08949605693747,1,1.6094379124341,-0.138073917103562,4,4,14.5,3,-1.4445576048022,FALSE,2,0.271499167850407,1,1.16274856140991,28,"Some","2014-11-29 21:23:00",1,0,4
115,52,"Intercultural",1,"Religion","F",3,"0",0.615384615384615,"2",1.38461538461538,"0",0.785714285714286,0,0.285714285714286,,,"",10,6,7,TRUE,FALSE,8,0,1.08949605693747,1,1.6094379124341,-0.138073917103562,4,4,14.5,3,-1.4445576048022,FALSE,2,0.271499167850407,1,1.16274856140991,28,"","2014-11-29 21:23:00",1,0,5
