RecipID,DonorID,Population,OG,GrpType_Recip,Version,Amount_Given,Good_DR,Good_OthR,Rich_DR,Rich_OthR,Trust_DR,Trust_OthR,Friend_DR,Friend_OthR,Perceived_Benefits,Perceived_Costs,Stereotypes,Age,AgeDiff,Agreeable,Married,Nonanonymous_Play,Extraverted,Ill_This_Mo,Income_zscore,Can_Stay,log_Subj_SES,Market_Items_zscore,PlacesLived,Risk_Aversion,Years_Education,Self,Shortfall_Summary,Sex_Male,Times_Church_Mo,Visited_zscore,Coop_Labor,Media_zscore,Date.Time2,TV,Car
116,34,Intercultural,2,Religion,A,3,2,1.5,NPD,1.090909091,0,1.6,FALSE,0.636363636,Relig bens,None,Neutral,40,13,15,TRUE,FALSE,10,0,0.09896263,0,0.693147181,2.402717912,5,12,12,3,0.36907822,TRUE,0,-0.604166132,0,-0.70018786,,1,1
101,34,Intercultural,2,Religion,A,3,1,1.7,NPD,1.818181818,0,1.818181818,FALSE,0.727272727,Relig bens,None,Neutral,40,10,15,TRUE,FALSE,10,0,0.09896263,0,0.693147181,2.402717912,5,12,12,3,0.36907822,TRUE,0,-0.604166132,0,-0.70018786,,1,1
72,34,Intercultural,3,Religion,A,3,2,1.777777778,NPD,1.777777778,1,1.5,FALSE,0.8,,,,40,13,15,TRUE,FALSE,10,0,0.09896263,0,0.693147181,2.402717912,5,12,12,3,0.36907822,TRUE,0,-0.604166132,0,-0.70018786,,1,1
93,35,Intercultural,3,Religion,E,2,2,1.421052632,2,1.684210526,1,1,TRUE,0.421052632,None,None,Negative,30,-3,5,TRUE,FALSE,3,0,0.845714775,1,0,-0.322328903,5,11,12,4,-0.12522627,FALSE,3,-0.823082457,1,0.76758023,11/1/2014 21:53,1,0
29,35,Intercultural,3,Religion,E,6,2,1.5,2,1.928571429,1,1.571428571,TRUE,0.571428571,None,None,Negative,30,4,5,TRUE,FALSE,3,0,0.845714775,1,0,-0.322328903,5,11,12,4,-0.12522627,FALSE,3,-0.823082457,1,0.76758023,11/1/2014 21:53,1,0
108,35,Intercultural,1,Religion,E,3,2,1.730769231,1,1.846153846,1,1.5,TRUE,0.461538462,,,,30,-1,5,TRUE,FALSE,3,0,0.845714775,1,0,-0.322328903,5,11,12,4,-0.12522627,FALSE,3,-0.823082457,1,0.76758023,11/1/2014 21:53,1,0
85,35,Intercultural,1,Religion,E,2,2,1.428571429,1,1.071428571,1,1.142857143,TRUE,0.142857143,,,,30,0,5,TRUE,FALSE,3,0,0.845714775,1,0,-0.322328903,5,11,12,4,-0.12522627,FALSE,3,-0.823082457,1,0.76758023,11/1/2014 21:53,1,0
111,35,Intercultural,1,Religion,E,2,2,1.5,2,1.5,1,0,TRUE,0,,,,30,7,5,TRUE,FALSE,3,0,0.845714775,1,0,-0.322328903,5,11,12,4,-0.12522627,FALSE,3,-0.823082457,1,0.76758023,11/1/2014 21:53,1,0
45,35,Intercultural,3,Religion,E,2,2,1.611111111,2,1.277777778,1,1.111111111,TRUE,0.35,None,None,Negative,30,-1,5,TRUE,FALSE,3,0,0.845714775,1,0,-0.322328903,5,11,12,4,-0.12522627,FALSE,3,-0.823082457,1,0.76758023,11/1/2014 21:53,1,0
23,36,Intercultural,1,Ethnic,F,3,NPD,1.538461538,NPD,1.307692308,0,1.28,FALSE,0.321428571,Within bens,Btwn costs,Neutral,50,-17,10,TRUE,FALSE,8,0,-2.250252482,1,1.098612289,1.852959898,8,10,6,3,-0.844365607,TRUE,0,1.147164468,0,0.880485467,11/28/2014 12:12,0,1
25,36,Intercultural,1,Ethnic,F,3,NPD,1.363636364,NPD,1.545454545,0,1.090909091,FALSE,0.333333333,Within bens,Btwn costs,Neutral,50,14,10,TRUE,FALSE,8,0,-2.250252482,1,1.098612289,1.852959898,8,10,6,3,-0.844365607,TRUE,0,1.147164468,0,0.880485467,11/28/2014 12:12,0,1
110,36,Intercultural,3,Ethnic,F,3,NPD,,NPD,,0,,FALSE,,Btwn bens,Btwn costs,Negative,50,-20,10,TRUE,FALSE,8,0,-2.250252482,1,1.098612289,1.852959898,8,10,6,3,-0.844365607,TRUE,0,1.147164468,0,0.880485467,11/28/2014 12:12,0,1
35,36,Intercultural,1,Ethnic,F,3,NPD,1.166666667,NPD,1.125,0,1.16,FALSE,0.333333333,Within bens,Btwn costs,Neutral,50,-2,10,TRUE,FALSE,8,0,-2.250252482,1,1.098612289,1.852959898,8,10,6,3,-0.844365607,TRUE,0,1.147164468,0,0.880485467,11/28/2014 12:12,0,1
76,36,Intercultural,3,Ethnic,F,3,NPD,1.666666667,NPD,2,0,1.785714286,FALSE,0.642857143,Btwn bens,Btwn costs,Negative,50,13,10,TRUE,FALSE,8,0,-2.250252482,1,1.098612289,1.852959898,8,10,6,3,-0.844365607,TRUE,0,1.147164468,0,0.880485467,11/28/2014 12:12,0,1
113,36,Intercultural,3,Ethnic,F,3,NPD,1.444444444,NPD,1.555555556,0,1.444444444,FALSE,0.666666667,Btwn bens,Btwn costs,Negative,50,-3,10,TRUE,FALSE,8,0,-2.250252482,1,1.098612289,1.852959898,8,10,6,3,-0.844365607,TRUE,0,1.147164468,0,0.880485467,11/28/2014 12:12,0,1
115,37,Intercultural,3,Religion,C,2,2,0.5,2,1.333333333,2,0.692307692,TRUE,0.230769231,Within bens,Bad,Neutral,30,7,4,TRUE,TRUE,10,0,0.586305076,1,1.098612289,-0.824828792,3,8,5,9,-1.444557605,FALSE,0,-0.166333482,0,0.203054041,10/29/2014 23:03,1,0
47,37,Intercultural,3,Religion,C,2,2,1.153846154,2,1.384615385,2,0.769230769,TRUE,0.266666667,Within bens,Bad,Neutral,30,9,4,TRUE,TRUE,10,0,0.586305076,1,1.098612289,-0.824828792,3,8,5,9,-1.444557605,FALSE,0,-0.166333482,0,0.203054041,10/29/2014 23:03,1,0
114,37,Intercultural,3,Religion,C,2,2,1.5,2,1.333333333,2,1.090909091,TRUE,0.25,Within bens,Bad,Neutral,30,2,4,TRUE,TRUE,10,0,0.586305076,1,1.098612289,-0.824828792,3,8,5,9,-1.444557605,FALSE,0,-0.166333482,0,0.203054041,10/29/2014 23:03,1,0
108,37,Intercultural,1,Religion,C,2,2,1.730769231,2,1.846153846,2,1.5,TRUE,0.461538462,Relig bens,Bad,,30,5,4,TRUE,TRUE,10,0,0.586305076,1,1.098612289,-0.824828792,3,8,5,9,-1.444557605,FALSE,0,-0.166333482,0,0.203054041,10/29/2014 23:03,1,0
79,37,Intercultural,1,Religion,C,2,2,1.833333333,2,1,2,1.5,TRUE,0.5,Relig bens,Bad,,30,13,4,TRUE,TRUE,10,0,0.586305076,1,1.098612289,-0.824828792,3,8,5,9,-1.444557605,FALSE,0,-0.166333482,0,0.203054041,10/29/2014 23:03,1,0
60,37,Intercultural,1,Religion,C,2,2,1.222222222,2,2,2,0.888888889,TRUE,0.333333333,Relig bens,Bad,,30,8,4,TRUE,TRUE,10,0,0.586305076,1,1.098612289,-0.824828792,3,8,5,9,-1.444557605,FALSE,0,-0.166333482,0,0.203054041,10/29/2014 23:03,1,0
93,38,Intercultural,1,Religion,B,4,2,1.45,2,1.7,2,1,TRUE,0.45,,,,50,-16,9,TRUE,TRUE,4,1,-0.884967242,1,1.098612289,2.086191787,4,7,5,4,-1.444557605,FALSE,3,0.709331818,1,-0.022756434,12/6/2014 16:15,1,1
85,38,Intercultural,3,Religion,B,2,2,1.384615385,2,1,2,1.076923077,TRUE,0.076923077,None,None,,50,-13,9,TRUE,TRUE,4,1,-0.884967242,1,1.098612289,2.086191787,4,7,5,4,-1.444557605,FALSE,3,0.709331818,1,-0.022756434,12/6/2014 16:15,1,1
74,38,Intercultural,3,Religion,B,2,2,1.714285714,1,1.5,2,1.5,TRUE,0.5,None,None,,50,-21,9,TRUE,TRUE,4,1,-0.884967242,1,1.098612289,2.086191787,4,7,5,4,-1.444557605,FALSE,3,0.709331818,1,-0.022756434,12/6/2014 16:15,1,1
114,38,Intercultural,1,Religion,B,2,2,1.538461538,2,1.384615385,2,1.166666667,TRUE,0.307692308,,,,50,-17,9,TRUE,TRUE,4,1,-0.884967242,1,1.098612289,2.086191787,4,7,5,4,-1.444557605,FALSE,3,0.709331818,1,-0.022756434,12/6/2014 16:15,1,1
108,38,Intercultural,3,Religion,B,4,2,1.72,2,1.84,2,1.48,TRUE,0.44,None,None,,50,-14,9,TRUE,TRUE,4,1,-0.884967242,1,1.098612289,2.086191787,4,7,5,4,-1.444557605,FALSE,3,0.709331818,1,-0.022756434,12/6/2014 16:15,1,1
115,38,Intercultural,1,Religion,B,3,2,0.615384615,1,1.384615385,2,0.785714286,TRUE,0.285714286,,,,50,-12,9,TRUE,TRUE,4,1,-0.884967242,1,1.098612289,2.086191787,4,7,5,4,-1.444557605,FALSE,3,0.709331818,1,-0.022756434,12/6/2014 16:15,1,1
108,39,Intercultural,2,Religion,C,1,2,1.72,1,1.88,2,1.48,TRUE,0.44,,,,30,5,9,TRUE,TRUE,2,0,0.600832899,1,2.302585093,1.528686068,2,12,8,5,-1.009726784,FALSE,2,-0.823082457,1,1.557916893,11/28/2014 22:18,1,1
114,39,Intercultural,1,Religion,C,2,2,1.538461538,1,1.384615385,2,1.166666667,TRUE,0.307692308,Relig bens,None,,30,2,9,TRUE,TRUE,2,0,0.600832899,1,2.302585093,1.528686068,2,12,8,5,-1.009726784,FALSE,2,-0.823082457,1,1.557916893,11/28/2014 22:18,1,1
85,39,Intercultural,2,Religion,C,3,2,1.384615385,1,1.076923077,2,1.076923077,TRUE,0.076923077,,,,30,6,9,TRUE,TRUE,2,0,0.600832899,1,2.302585093,1.528686068,2,12,8,5,-1.009726784,FALSE,2,-0.823082457,1,1.557916893,11/28/2014 22:18,1,1
115,39,Intercultural,1,Religion,C,6,2,0.615384615,1,1.384615385,2,0.785714286,TRUE,0.285714286,Relig bens,None,,30,7,9,TRUE,TRUE,2,0,0.600832899,1,2.302585093,1.528686068,2,12,8,5,-1.009726784,FALSE,2,-0.823082457,1,1.557916893,11/28/2014 22:18,1,1
93,39,Intercultural,1,Religion,C,3,2,1.45,1,1.7,2,1,TRUE,0.45,Relig bens,None,,30,3,9,TRUE,TRUE,2,0,0.600832899,1,2.302585093,1.528686068,2,12,8,5,-1.009726784,FALSE,2,-0.823082457,1,1.557916893,11/28/2014 22:18,1,1
74,39,Intercultural,2,Religion,C,1,2,1.714285714,1,1.5,2,1.5,TRUE,0.5,,,,30,-2,9,TRUE,TRUE,2,0,0.600832899,1,2.302585093,1.528686068,2,12,8,5,-1.009726784,FALSE,2,-0.823082457,1,1.557916893,11/28/2014 22:18,1,1
116,40,Intercultural,1,Religion,C,3,NPD,1.545454545,2,1.090909091,2,1.454545455,TRUE,0.583333333,,,,50,-5,5,FALSE,TRUE,8,0,0.640454237,1,1.098612289,-0.208273453,2,12,8,3,-2.404319271,TRUE,0,2.679578744,0,-0.2203406,12/9/2014 4:27,1,0
76,40,Intercultural,3,Religion,C,3,NPD,1.666666667,3,1.916666667,2,1.642857143,TRUE,0.571428571,None,,,50,8,5,FALSE,TRUE,8,0,0.640454237,1,1.098612289,-0.208273453,2,12,8,3,-2.404319271,TRUE,0,2.679578744,0,-0.2203406,12/9/2014 4:27,1,0
72,40,Intercultural,3,Religion,C,3,NPD,1.8,2,1.75,2,1.4,TRUE,0.7,None,,,50,-5,5,FALSE,TRUE,8,0,0.640454237,1,1.098612289,-0.208273453,2,12,8,3,-2.404319271,TRUE,0,2.679578744,0,-0.2203406,12/9/2014 4:27,1,0
96,40,Intercultural,3,Religion,C,3,NPD,1.866666667,2,1.142857143,2,1.466666667,TRUE,0.533333333,None,,,50,-6,5,FALSE,TRUE,8,0,0.640454237,1,1.098612289,-0.208273453,2,12,8,3,-2.404319271,TRUE,0,2.679578744,0,-0.2203406,12/9/2014 4:27,1,0
101,40,Intercultural,1,Religion,C,3,NPD,1.636363636,2,1.818181818,2,1.666666667,TRUE,0.666666667,,,,50,-8,5,FALSE,TRUE,8,0,0.640454237,1,1.098612289,-0.208273453,2,12,8,3,-2.404319271,TRUE,0,2.679578744,0,-0.2203406,12/9/2014 4:27,1,0
25,40,Intercultural,1,Religion,C,3,NPD,1.363636364,3,1.545454545,2,1.090909091,TRUE,0.333333333,,,,50,9,5,FALSE,TRUE,8,0,0.640454237,1,1.098612289,-0.208273453,2,12,8,3,-2.404319271,TRUE,0,2.679578744,0,-0.2203406,12/9/2014 4:27,1,0
51,41,Intercultural,1,Religion,F,2,2,1.3125,2,1.933333333,2,1.125,TRUE,0.3125,Within bens,None,,40,-3,7,FALSE,FALSE,8,0,2.040408147,0,1.945910149,1.508399377,8,10,15,2,-1.084987936,FALSE,4,0.271499168,1,-0.643735242,11/25/2014 11:34,1,1
29,41,Intercultural,3,Religion,F,4,2,1.5,1,2,1,1.571428571,TRUE,0.571428571,,,,40,-4,7,FALSE,FALSE,8,0,2.040408147,0,1.945910149,1.508399377,8,10,15,2,-1.084987936,FALSE,4,0.271499168,1,-0.643735242,11/25/2014 11:34,1,1
108,41,Intercultural,3,Religion,F,2,2,1.72,2,1.84,1,1.52,TRUE,0.44,,,,40,-9,7,FALSE,FALSE,8,0,2.040408147,0,1.945910149,1.508399377,8,10,15,2,-1.084987936,FALSE,4,0.271499168,1,-0.643735242,11/25/2014 11:34,1,1
79,41,Intercultural,3,Religion,F,5,2,1.8,1,1,2,1.4,FALSE,0.6,,,,40,-1,7,FALSE,FALSE,8,0,2.040408147,0,1.945910149,1.508399377,8,10,15,2,-1.084987936,FALSE,4,0.271499168,1,-0.643735242,11/25/2014 11:34,1,1
45,41,Intercultural,1,Religion,F,2,2,1.631578947,2,1.315789474,1,1.105263158,TRUE,0.380952381,Within bens,None,,40,-9,7,FALSE,FALSE,8,0,2.040408147,0,1.945910149,1.508399377,8,10,15,2,-1.084987936,FALSE,4,0.271499168,1,-0.643735242,11/25/2014 11:34,1,1
115,41,Intercultural,1,Religion,F,4,NPD,0.615384615,1,1.384615385,2,0.785714286,FALSE,0.285714286,Within bens,None,,40,-7,7,FALSE,FALSE,8,0,2.040408147,0,1.945910149,1.508399377,8,10,15,2,-1.084987936,FALSE,4,0.271499168,1,-0.643735242,11/25/2014 11:34,1,1
101,42,Intercultural,2,Religion,D,3,2,1.6,2,1.8,2,1.636363636,TRUE,0.636363636,,,,40,8,5,TRUE,FALSE,6,0,3.579036738,1,2.197224577,-0.603021138,4,8,16,0,-0.290587447,TRUE,3,2.241746093,0,-0.643735242,12/5/2014 3:08,1,0
116,42,Intercultural,2,Religion,D,4,2,1.5,1,1.1,2,1.4,TRUE,0.545454545,,,,40,11,5,TRUE,FALSE,6,0,3.579036738,1,2.197224577,-0.603021138,4,8,16,0,-0.290587447,TRUE,3,2.241746093,0,-0.643735242,12/5/2014 3:08,1,0
35,42,Intercultural,2,Religion,D,3,2,1.130434783,2,1.086956522,2,1.125,TRUE,0.307692308,,,,40,9,5,TRUE,FALSE,6,0,3.579036738,1,2.197224577,-0.603021138,4,8,16,0,-0.290587447,TRUE,3,2.241746093,0,-0.643735242,12/5/2014 3:08,1,0
100,42,Intercultural,2,Religion,D,4,2,1.6,2,1,2,1.4,TRUE,0.6,,,,40,5,5,TRUE,FALSE,6,0,3.579036738,1,2.197224577,-0.603021138,4,8,16,0,-0.290587447,TRUE,3,2.241746093,0,-0.643735242,12/5/2014 3:08,1,0
96,42,Intercultural,2,Religion,D,4,2,1.857142857,1,1.214285714,2,1.466666667,TRUE,0.533333333,,,,40,10,5,TRUE,FALSE,6,0,3.579036738,1,2.197224577,-0.603021138,4,8,16,0,-0.290587447,TRUE,3,2.241746093,0,-0.643735242,12/5/2014 3:08,1,0
94,42,Intercultural,2,Religion,D,3,2,1,1,2,2,0.5,TRUE,0.75,,,,40,3,5,TRUE,FALSE,6,0,3.579036738,1,2.197224577,-0.603021138,4,8,16,0,-0.290587447,TRUE,3,2.241746093,0,-0.643735242,12/5/2014 3:08,1,0
23,43,Intercultural,3,Religion,C,3,1,1.56,1,1.32,NPD,1.28,FALSE,0.333333333,,,,20,11,9,FALSE,FALSE,6,0,-0.429321865,0,0,0.217874507,4,6,12,3,-1.609918782,TRUE,4,3.117411394,0,-0.417924766,,0,0
88,43,Intercultural,1,Religion,C,3,1,1.428571429,1,1.833333333,NPD,1.428571429,FALSE,0.5,None,,,20,12,9,FALSE,FALSE,6,0,-0.429321865,0,0,0.217874507,4,6,12,3,-1.609918782,TRUE,4,3.117411394,0,-0.417924766,,0,0
72,43,Intercultural,1,Religion,C,3,1,1.8,2,1.777777778,0,1.454545455,FALSE,0.727272727,None,,,20,28,9,FALSE,FALSE,6,0,-0.429321865,0,0,0.217874507,4,6,12,3,-1.609918782,TRUE,4,3.117411394,0,-0.417924766,,0,0
48,43,Intercultural,3,Religion,C,3,0,0.409090909,1,1.818181818,NPD,0.772727273,FALSE,0.16,,,,20,12,9,FALSE,FALSE,6,0,-0.429321865,0,0,0.217874507,4,6,12,3,-1.609918782,TRUE,4,3.117411394,0,-0.417924766,,0,0
82,43,Intercultural,1,Religion,C,3,1,1.444444444,0,1.25,NPD,1.333333333,FALSE,0.3,None,,,20,10,9,FALSE,FALSE,6,0,-0.429321865,0,0,0.217874507,4,6,12,3,-1.609918782,TRUE,4,3.117411394,0,-0.417924766,,0,0
116,43,Intercultural,3,Religion,C,3,1,1.6,0,1.2,NPD,1.454545455,FALSE,0.636363636,,,,20,28,9,FALSE,FALSE,6,0,-0.429321865,0,0,0.217874507,4,6,12,3,-1.609918782,TRUE,4,3.117411394,0,-0.417924766,,0,0
85,44,Intercultural,2,Religion,E,3,2,1.384615385,1,1.076923077,1,1.153846154,FALSE,0.153846154,Relig bens,Within costs,Negative,20,13,5,TRUE,FALSE,6,0,0.514986669,1,1.386294361,-0.547398449,4,4,14,2,-1.325610266,FALSE,0,0.490415493,1,0.372411898,12/9/2014 19:18,1,0
108,44,Intercultural,2,Religion,E,3,1,1.76,2,1.84,1,1.52,FALSE,0.48,Relig bens,Within costs,Negative,20,12,5,TRUE,FALSE,6,0,0.514986669,1,1.386294361,-0.547398449,4,4,14,2,-1.325610266,FALSE,0,0.490415493,1,0.372411898,12/9/2014 19:18,1,0
55,44,Intercultural,1,Religion,E,3,1,1.1875,2,1.25,1,1.125,FALSE,0.277777778,,,,20,10,5,TRUE,FALSE,6,0,0.514986669,1,1.386294361,-0.547398449,4,4,14,2,-1.325610266,FALSE,0,0.490415493,1,0.372411898,12/9/2014 19:18,1,0
74,44,Intercultural,2,Religion,E,4,1,1.785714286,1,1.5,1,1.571428571,FALSE,0.571428571,Relig bens,Within costs,Negative,20,5,5,TRUE,FALSE,6,0,0.514986669,1,1.386294361,-0.547398449,4,4,14,2,-1.325610266,FALSE,0,0.490415493,1,0.372411898,12/9/2014 19:18,1,0
93,44,Intercultural,1,Religion,E,3,2,1.45,2,1.7,1,1,TRUE,0.45,,,,20,10,5,TRUE,FALSE,6,0,0.514986669,1,1.386294361,-0.547398449,4,4,14,2,-1.325610266,FALSE,0,0.490415493,1,0.372411898,12/9/2014 19:18,1,0
114,44,Intercultural,1,Religion,E,3,1,1.538461538,1,1.384615385,1,1.166666667,TRUE,0.307692308,,,,20,9,5,TRUE,FALSE,6,0,0.514986669,1,1.386294361,-0.547398449,4,4,14,2,-1.325610266,FALSE,0,0.490415493,1,0.372411898,12/9/2014 19:18,1,0
86,45,Intercultural,1,Religion,B,4,2,1.363636364,2,1.545454545,2,1.272727273,TRUE,0.454545455,Relig bens,None,,80,-16,7,TRUE,TRUE,4,0,2.721675027,1,1.609437912,1.779046844,3,8,6,3,-1.744653604,TRUE,4,0.928248143,0,-0.022756434,12/1/2014 13:57,1,1
25,45,Intercultural,2,Religion,B,2,2,1.3,2,1.5,2,1,TRUE,0.272727273,None,Relig costs,Negative,80,-13,7,TRUE,TRUE,4,0,2.721675027,1,1.609437912,1.779046844,3,8,6,3,-1.744653604,TRUE,4,0.928248143,0,-0.022756434,12/1/2014 13:57,1,1
72,45,Intercultural,1,Religion,B,4,2,1.8,2,1.777777778,2,1.454545455,TRUE,0.727272727,Relig bens,None,,80,-27,7,TRUE,TRUE,4,0,2.721675027,1,1.609437912,1.779046844,3,8,6,3,-1.744653604,TRUE,4,0.928248143,0,-0.022756434,12/1/2014 13:57,1,1
100,45,Intercultural,1,Religion,B,4,2,1.666666667,2,1.2,2,1.5,TRUE,0.666666667,Relig bens,None,,80,-33,7,TRUE,TRUE,4,0,2.721675027,1,1.609437912,1.779046844,3,8,6,3,-1.744653604,TRUE,4,0.928248143,0,-0.022756434,12/1/2014 13:57,1,1
116,45,Intercultural,2,Religion,B,2,2,1.5,2,1,2,1.4,TRUE,0.545454545,None,Relig costs,Negative,80,-27,7,TRUE,TRUE,4,0,2.721675027,1,1.609437912,1.779046844,3,8,6,3,-1.744653604,TRUE,4,0.928248143,0,-0.022756434,12/1/2014 13:57,1,1
101,45,Intercultural,2,Religion,B,2,2,1.6,2,1.8,2,1.636363636,TRUE,0.636363636,None,Relig costs,Negative,80,-30,7,TRUE,TRUE,4,0,2.721675027,1,1.609437912,1.779046844,3,8,6,3,-1.744653604,TRUE,4,0.928248143,0,-0.022756434,12/1/2014 13:57,1,1
108,46,Intercultural,1,Religion,B,8,2,1.730769231,3,1.846153846,2,1.5,TRUE,0.461538462,Relig bens,None,,50,-18,9,TRUE,TRUE,5,0,0.76195967,1,1.791759469,1.601782169,4,8,12,13,-0.290587447,FALSE,1,-0.823082457,0,-0.474377385,11/10/2014 23:30,1,1
93,46,Intercultural,2,Religion,B,0,2,1.421052632,3,1.631578947,2,0.944444444,TRUE,0.421052632,,,,50,-20,9,TRUE,TRUE,5,0,0.76195967,1,1.791759469,1.601782169,4,8,12,13,-0.290587447,FALSE,1,-0.823082457,0,-0.474377385,11/10/2014 23:30,1,1
46,46,Intercultural,2,Religion,B,0,1,1.166666667,2,1.25,0,1.083333333,FALSE,0.307692308,,,,50,-2,9,TRUE,TRUE,5,0,0.76195967,1,1.791759469,1.601782169,4,8,12,13,-0.290587447,FALSE,1,-0.823082457,0,-0.474377385,11/10/2014 23:30,1,1
83,46,Intercultural,1,Religion,B,0,1,2,1,0,0,1,FALSE,0.5,Relig bens,None,,50,15,9,TRUE,TRUE,5,0,0.76195967,1,1.791759469,1.601782169,4,8,12,13,-0.290587447,FALSE,1,-0.823082457,0,-0.474377385,11/10/2014 23:30,1,1
103,46,Intercultural,1,Religion,B,0,0,1.857142857,1,1.285714286,0,1.428571429,FALSE,0.285714286,Relig bens,None,,50,-7,9,TRUE,TRUE,5,0,0.76195967,1,1.791759469,1.601782169,4,8,12,13,-0.290587447,FALSE,1,-0.823082457,0,-0.474377385,11/10/2014 23:30,1,1
104,46,Intercultural,2,Religion,B,0,0,,1,,0,,FALSE,,,,,50,16,9,TRUE,TRUE,5,0,0.76195967,1,1.791759469,1.601782169,4,8,12,13,-0.290587447,FALSE,1,-0.823082457,0,-0.474377385,11/10/2014 23:30,1,1
35,47,Intercultural,1,Religion,A,1,2,1.166666667,2,1.125,1,1.16,FALSE,0.333333333,,,,40,9,9,TRUE,TRUE,12,0,-0.667270006,1,0,-0.785897176,6,6,12,13,1.447787225,TRUE,0,2.898495069,0,-0.813093098,11/24/2014 22:10,0,0
96,47,Intercultural,1,Religion,A,2,2,1.866666667,2,1.2,1,1.5,FALSE,0.5625,,,,40,10,9,TRUE,TRUE,12,0,-0.667270006,1,0,-0.785897176,6,6,12,13,1.447787225,TRUE,0,2.898495069,0,-0.813093098,11/24/2014 22:10,0,0
82,47,Intercultural,3,Religion,A,1,1,1.5,2,1.142857143,1,1.375,FALSE,0.333333333,Good,Relig costs,,40,-7,9,TRUE,TRUE,12,0,-0.667270006,1,0,-0.785897176,6,6,12,13,1.447787225,TRUE,0,2.898495069,0,-0.813093098,11/24/2014 22:10,0,0
92,47,Intercultural,3,Religion,A,1,2,2,2,1,1,1.333333333,FALSE,0.666666667,Good,Relig costs,,40,2,9,TRUE,TRUE,12,0,-0.667270006,1,0,-0.785897176,6,6,12,13,1.447787225,TRUE,0,2.898495069,0,-0.813093098,11/24/2014 22:10,0,0
23,47,Intercultural,1,Religion,A,1,2,1.538461538,2,1.307692308,1,1.28,TRUE,0.321428571,,,,40,-6,9,TRUE,TRUE,12,0,-0.667270006,1,0,-0.785897176,6,6,12,13,1.447787225,TRUE,0,2.898495069,0,-0.813093098,11/24/2014 22:10,0,0
72,47,Intercultural,3,Religion,A,2,1,1.888888889,3,1.625,0,1.6,TRUE,0.7,Good,Relig costs,,40,11,9,TRUE,TRUE,12,0,-0.667270006,1,0,-0.785897176,6,6,12,13,1.447787225,TRUE,0,2.898495069,0,-0.813093098,11/24/2014 22:10,0,0
51,48,Intercultural,2,Religion,D,4,2,1.266666667,2,1.928571429,1,1.133333333,TRUE,0.266666667,Within bens,Within costs,Negative,50,-7,1,TRUE,FALSE,6,0,-0.795956807,1,1.098612289,1.530129286,5,8,3,2,-0.725418268,FALSE,2,0.052582843,0,-0.813093098,11/26/2014 14:23,1,1
63,48,Intercultural,1,Religion,D,3,2,2,1,1,2,1.666666667,TRUE,0,Relig bens,None,,50,-4,1,TRUE,FALSE,6,0,-0.795956807,1,1.098612289,1.530129286,5,8,3,2,-0.725418268,FALSE,2,0.052582843,0,-0.813093098,11/26/2014 14:23,1,1
60,48,Intercultural,1,Religion,D,3,2,1.222222222,3,2,0,0.888888889,TRUE,0.333333333,Relig bens,None,,50,-10,1,TRUE,FALSE,6,0,-0.795956807,1,1.098612289,1.530129286,5,8,3,2,-0.725418268,FALSE,2,0.052582843,0,-0.813093098,11/26/2014 14:23,1,1
47,48,Intercultural,2,Religion,D,2,2,1.153846154,2,1.384615385,2,0.769230769,TRUE,0.266666667,Within bens,Within costs,Negative,50,-9,1,TRUE,FALSE,6,0,-0.795956807,1,1.098612289,1.530129286,5,8,3,2,-0.725418268,FALSE,2,0.052582843,0,-0.813093098,11/26/2014 14:23,1,1
74,48,Intercultural,1,Religion,D,3,2,1.733333333,2,1.466666667,2,1.533333333,TRUE,0.533333333,Relig bens,None,,50,-20,1,TRUE,FALSE,6,0,-0.795956807,1,1.098612289,1.530129286,5,8,3,2,-0.725418268,FALSE,2,0.052582843,0,-0.813093098,11/26/2014 14:23,1,1
114,48,Intercultural,2,Religion,D,4,2,1.5,2,1.333333333,1,1.181818182,TRUE,0.25,Within bens,Within costs,Negative,50,-16,1,TRUE,FALSE,6,0,-0.795956807,1,1.098612289,1.530129286,5,8,3,2,-0.725418268,FALSE,2,0.052582843,0,-0.813093098,11/26/2014 14:23,1,1
115,49,Intercultural,2,Religion,F,1,1,0.583333333,1,1.416666667,1,0.769230769,TRUE,0.230769231,,,,20,10,6,TRUE,FALSE,12,0,-0.160462792,1,1.098612289,0.026317978,3,11,7,6,0.788121557,FALSE,4,-1.041998783,1,-0.135661672,10/30/2014 20:24,1,0
74,49,Intercultural,2,Religion,F,4,2,1.714285714,3,1.357142857,2,1.5,TRUE,0.5,Within bens,Bad,Negative,20,1,6,TRUE,FALSE,12,0,-0.160462792,1,1.098612289,0.026317978,3,11,7,6,0.788121557,FALSE,4,-1.041998783,1,-0.135661672,10/30/2014 20:24,1,0
108,49,Intercultural,2,Religion,F,4,2,1.72,1,1.88,2,1.48,TRUE,0.44,Within bens,Bad,Negative,20,8,6,TRUE,FALSE,12,0,-0.160462792,1,1.098612289,0.026317978,3,11,7,6,0.788121557,FALSE,4,-1.041998783,1,-0.135661672,10/30/2014 20:24,1,0
60,49,Intercultural,2,Religion,F,1,1,1.25,1,2.125,1,0.875,TRUE,0.25,Within bens,Bad,Negative,20,11,6,TRUE,FALSE,12,0,-0.160462792,1,1.098612289,0.026317978,3,11,7,6,0.788121557,FALSE,4,-1.041998783,1,-0.135661672,10/30/2014 20:24,1,0
